model,head,regime,dof,horizon_samples,horizon_s,picp_id,picp_ood,picp_delta,width_id,width_ood,width_delta,width_ratio_id,width_ratio_ood
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch,10,1.0,0.9024093722369585,1.0,0.0975906277630415,0.10541323060484677,0.11896335620552233,0.013550125600675561,0.025814001389198968,0.3875167972292157
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch,20,2.0,0.9022151918164849,1.0,0.09778480818351509,0.6434997144650313,0.7329944085344824,0.0894946940694511,0.157574778485482,2.3878151791449267
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch,30,3.0,0.9029619805481874,1.0,0.09703801945181256,1.4244301464163052,1.6340162628817223,0.20958611646541714,0.34879671210532415,5.323215765257171
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch,50,5.0,0.9005727171136654,1.0,0.09942728288633462,1.7210761204585772,1.9782711290753205,0.2571950086167434,0.42139580656104697,6.445409457125016
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch,100,10.0,0.9015543643776401,1.0,0.09844563562235986,3.6682983595015437,4.1513046276882966,0.48300626818675285,0.8984033187694908,13.52932771886235
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch,150,15.0,0.9032996856272718,1.0,0.09670031437272819,4.260242447996785,4.767602587675522,0.5073601396787364,1.0439483724582637,15.535245624529233
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch_rate,10,1.0,0.9033326886236369,1.0,0.09666731137636309,0.11814694621203943,0.14754226340753224,0.029395317195492807,0.038884199764037314,0.6819673029871142
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch_rate,20,2.0,0.9031277630415562,1.0,0.09687223695844382,0.6887887669711601,0.8320542182811831,0.143265451310023,0.22666287250568617,3.8461443272392013
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch_rate,30,3.0,0.9025321740838983,1.0,0.0974678259161017,1.39167002186599,1.6348639881959184,0.2431939663299283,0.4578985330926805,7.557871085646124
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch_rate,50,5.0,0.9029919134983789,1.0,0.09700808650162107,1.6514910480549931,1.9288939131511054,0.27740286509611223,0.5434283298430082,8.918851961948189
dlinear_gaussian_conformal,gaussian,unseen_heading,pitch_rate,100,10.0,0.9029934485214657,1.0,0.09700655147853432,3.111882566311797,3.5111323204181173,0.39924975410632024,1.024082105746986,16.238983442317238
